Rk,Player,PTS,Draft Team,Round,Pick,Draft Year,Draft College,Season,Team,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Class,-9999
7322,Chuck Verderber,143,CHI,7,145,1982,Kentucky,1980-81,Kentucky,19,14,21.8,2.8,5.1,2.8,5.1,,,1.8,2.6,,,4.2,1.3,0.5,0.1,1.2,2.5,7.5,.563,.563,,.714,.599,.563,F,JR,chuck-verderber-1
7323,David Noel III,143,MIL,2,39,2006,North Carolina,2004-05,North Carolina,37,0,16.9,1.5,2.8,1.4,2.3,0.2,0.5,0.6,1.1,1.0,1.7,2.6,1.5,0.9,0.3,0.9,1.5,3.9,.548,.595,.350,.537,.579,.582,G,JR,david-noel-1
7324,Etan Thomas,143,DAL,1,12,2000,Syracuse,1996-97,Syracuse,25,12,16.3,2.2,4.1,2.2,4.1,0.0,0.0,1.3,2.8,,,4.2,0.1,0.4,1.9,1.3,2.3,5.7,.534,.534,,.465,.523,.534,C,FR,etan-thomas-1
7325,Harold Pressley,143,SAC,1,17,1986,Villanova,1982-83,Villanova,32,,21.3,2.1,5.3,2.1,5.3,,,0.3,0.8,,,4.5,1.6,0.7,0.3,1.6,2.2,4.5,.388,.388,,.458,.394,.388,F,FR,harold-pressley-1
7326,Kelvin Cato,143,DAL,1,15,1997,Iowa State,1993-94,South Alabama,24,10,18.0,2.0,5.1,2.0,5.1,0.0,0.0,1.9,3.3,,,5.8,0.7,0.7,3.5,1.3,2.5,6.0,.398,.398,,.570,.445,.398,C,SO,kelvin-cato-1
7327,Kevin Williams,143,SAS,2,46,1983,St. John's (NY),1980-81,St. John's (NY),27,,12.9,2.0,3.9,2.0,3.9,,,1.3,1.9,,,1.1,0.9,0.4,0.2,1.3,2.3,5.3,.519,.519,,.673,.556,.519,G,SO,kevin-williams-1
7328,Martin Nessley,143,LAC,6,116,1987,Duke,1986-87,Duke,33,4,11.4,1.6,2.8,1.6,2.8,0.0,0.0,1.1,1.7,,,2.9,0.5,0.4,0.7,0.9,2.3,4.3,.570,.570,,.649,.595,.570,C,SR,martin-nessley-1
7329,Mike Giomi,143,OKC,7,147,1987,NC State,1984-85,Indiana,15,11,23.0,4.3,6.8,4.3,6.8,,,0.9,1.5,,,5.3,1.1,0.5,0.4,1.4,3.1,9.5,.637,.637,,.565,.633,.637,F,JR,mike-giomi-2
7330,Roger Burkman,143,CHI,6,130,1981,Louisville,1980-81,Louisville,30,,17.4,1.4,3.0,1.4,3.0,,,2.0,2.5,,,2.0,2.5,1.8,0.1,1.6,2.7,4.8,.467,.467,,.787,.569,.467,G,SR,roger-burkman-1
7331,Sean Couch,143,IND,3,60,1987,Columbia,1983-84,Columbia,24,0,14.7,2.3,4.8,2.3,4.8,,,1.4,2.3,,,2.0,1.2,0.9,0.3,1.4,3.1,6.0,.474,.474,,.611,.505,.474,F,FR,sean-couch-1
7332,Bill Varner,142,MIL,9,202,1983,Notre Dame,1980-81,Notre Dame,29,2,17.4,1.8,3.4,1.8,3.4,,,1.2,2.0,,,2.1,1.4,0.6,0.1,,1.0,4.9,.530,.530,,.621,.557,.530,F,SO,bill-varner-1
7333,Brian Quinnett,142,NYK,2,50,1989,Washington State,1984-85,Washington State,24,2,21.5,2.6,5.5,2.6,5.5,,,0.7,0.9,,,3.2,0.8,0.5,0.2,1.0,2.3,5.9,.474,.474,,.762,.497,.474,F,FR,brian-quinnett-1
7334,Derrick Zimmerman,142,GSW,2,40,2003,Mississippi State,2000-01,Mississippi State,31,5,20.6,1.7,3.7,1.6,2.9,0.1,0.8,1.0,1.8,0.9,1.8,2.7,2.9,1.2,0.6,1.8,2.2,4.6,.461,.538,.167,.571,.501,.478,G,SO,derrick-zimmerman-1
7335,Gary Leonard,142,MIN,2,34,1989,Missouri,1986-87,Missouri,32,10,13.0,1.9,3.5,1.9,3.5,0.0,0.0,0.7,1.1,,,3.1,0.6,0.1,0.8,1.0,1.7,4.4,.531,.531,,.629,.548,.531,C,SO,gary-leonard-1
7336,Howard McNeil,142,LAL,5,113,1982,Seton Hall,1981-82,Seton Hall,14,14,34.5,4.3,10.2,4.3,10.2,,,1.6,1.9,,,3.6,3.9,1.8,1.1,3.5,3.9,10.1,.420,.420,,.815,.456,.420,C,SR,howard-mcneil-1
7337,Kris Dunn,142,MIN,1,5,2016,Providence,2012-13,Providence,25,18,27.2,2.0,4.9,1.8,4.4,0.2,0.6,1.6,2.3,1.6,3.2,4.8,3.2,1.2,0.3,1.9,3.1,5.7,.398,.413,.286,.690,.472,.415,G,FR,kris-dunn-1
7338,Paul Brozovich,142,GSW,8,169,1984,UNLV,1983-84,UNLV,32,,16.1,1.9,3.3,1.9,3.3,,,0.6,1.4,,,4.8,0.4,0.5,0.6,0.9,3.0,4.4,.575,.575,,.455,.559,.575,C,SR,paul-brozovich-1
7339,Tyrone Corbin,142,SAS,2,35,1985,DePaul,1981-82,DePaul,28,0,21.5,1.5,3.7,1.5,3.7,,,2.0,2.8,,,6.1,1.1,1.0,0.2,2.2,2.7,5.1,.417,.417,,.718,.507,.417,F,FR,tyrone-corbin-1
7340,Xavier Thames,142,TOR,2,59,2014,San Diego State,2009-10,Washington State,31,4,17.6,1.7,4.2,1.5,3.1,0.3,1.1,0.8,1.3,0.4,1.0,1.5,1.2,0.8,0.0,0.9,1.9,4.6,.412,.464,.265,.641,.475,.447,G,FR,xavier-thames-1
7341,Charles Bradley,141,SAC,3,51,1985,South Florida,1981-82,South Florida,28,16,15.6,2.1,5.6,2.1,5.6,,,0.8,1.0,,,2.0,0.9,0.4,0.3,1.5,1.3,5.0,.380,.380,,.778,.413,.380,F,FR,charles-bradley-3
7342,Erik Murphy,141,CHI,2,49,2013,Florida,2010-11,Florida,33,1,10.8,1.6,3.2,1.3,2.3,0.4,0.9,0.6,0.8,0.8,1.5,2.3,0.2,0.2,0.5,0.7,1.7,4.3,.514,.560,.400,.750,.596,.571,F,SO,erik-murphy-1
7343,Raiquan Gray,141,NJN,2,59,2021,Florida State,2018-19,Florida State,36,4,12.3,1.4,3.2,1.1,2.3,0.3,0.9,0.9,1.2,0.6,1.7,2.3,0.8,0.8,0.2,0.9,1.7,3.9,.435,.482,.313,.721,.521,.478,F,FR,raiquan-gray-1
7344,Ryan Reid,141,IND,2,57,2010,Florida State,2007-08,Florida State,25,21,24.1,2.0,3.8,2.0,3.8,0.0,0.0,1.5,2.2,2.3,2.7,5.0,0.6,0.7,0.6,1.8,2.6,5.6,.531,.526,1.000,.679,.575,.536,F,SO,ryan-reid-1
7345,Steffond Johnson,141,LAC,5,100,1986,San Diego State,1981-82,Louisiana State,26,6,15.0,1.9,3.9,1.9,3.9,,,1.6,2.3,,,4.0,0.6,0.3,0.1,,2.6,5.4,.495,.495,,.683,.544,.495,F,FR,steffond-johnson-1
7346,Todd Fuller,141,GSW,1,11,1996,NC State,1992-93,NC State,27,2,15.3,2.0,4.3,1.9,4.2,0.0,0.1,1.3,1.6,,,3.6,0.2,0.0,0.3,0.6,1.3,5.2,.457,.456,.500,.773,.515,.461,C,FR,todd-fuller-1
7347,Alec Kessler,140,HOU,1,12,1990,Georgia,1986-87,Georgia,28,0,15.0,2.0,3.2,2.0,3.2,0.0,0.0,1.1,1.5,,,3.4,0.3,0.4,0.1,0.8,2.1,5.0,.618,.618,,.714,.642,.618,C,FR,alec-kessler-1
7348,Darius Morris,140,LAL,2,41,2011,Michigan,2009-10,Michigan,32,19,24.3,1.6,4.0,1.4,2.8,0.2,1.2,0.9,1.4,0.4,1.4,1.8,2.6,0.6,0.2,1.6,1.9,4.4,.406,.506,.179,.630,.467,.434,G,FR,darius-morris-1
7349,Luc Longley,140,MIN,1,7,1991,New Mexico,1987-88,New Mexico,35,0,12.1,1.7,3.4,1.7,3.4,0.0,0.0,0.6,1.5,0.9,1.7,2.7,0.6,0.3,1.0,1.1,0.6,4.0,.500,.500,,.392,.485,.500,C,FR,luc-longley-1
7350,Mark Randall,140,CHI,1,26,1991,Kansas,1986-87,Kansas,31,4,10.5,1.7,3.3,1.7,3.3,0.0,0.0,1.0,1.6,,,2.7,0.6,0.3,0.0,1.0,1.1,4.5,.529,.529,,.627,.555,.529,F,FR,mark-randall-1
7351,Carrick Felix,139,CLE,2,33,2013,Arizona State,2010-11,Arizona State,30,8,14.5,1.7,4.3,1.4,2.8,0.3,1.5,1.0,1.3,0.6,1.0,1.6,1.0,0.5,0.4,0.8,1.5,4.6,.391,.488,.205,.750,.473,.426,G,SO,carrick-felix-1
7352,DeAndre Liggins,139,ORL,2,53,2011,Kentucky,2008-09,Kentucky,33,1,16.5,1.4,3.8,1.0,2.3,0.4,1.5,1.1,1.6,0.2,2.2,2.3,2.8,0.7,0.4,2.3,1.6,4.2,.362,.447,.235,.673,.458,.409,G,FR,deandre-liggins-1
7353,Dylan Windler,139,CLE,1,26,2019,Belmont,2015-16,Belmont,32,1,18.4,1.5,3.1,1.2,1.7,0.3,1.4,0.9,1.4,1.3,3.3,4.5,0.9,0.6,0.6,1.0,2.2,4.3,.495,.717,.239,.667,.577,.551,F,FR,dylan-windler-1
7354,Jim Les,139,ATL,3,70,1986,Bradley,1983-84,Bradley,22,22,38.3,2.2,5.4,2.2,5.4,,,1.9,2.6,,,2.1,7.2,1.6,0.0,2.8,3.2,6.3,.412,.412,,.707,.474,.412,G,SO,jim-les-1
7355,Les Jepsen,139,GSW,2,28,1990,Iowa,1988-89,Iowa,33,30,20.2,1.6,2.8,1.6,2.8,0.0,0.1,1.0,1.6,,,5.3,0.9,0.3,0.8,1.5,2.5,4.2,.564,.576,.000,.623,.583,.564,C,JR,les-jepsen-1
7356,Troy Webster,139,NJN,6,127,1986,George Washington,1984-85,George Washington,26,14,23.9,2.0,5.3,2.0,5.0,0.1,0.3,1.2,1.9,,,2.4,1.7,0.8,0.1,1.7,2.6,5.3,.381,.392,.222,.633,.428,.388,G,JR,troy-webster-1
7357,Winfred King,139,BOS,3,52,1983,East Tennessee State,1981-82,Indiana State,12,,26.8,4.3,7.9,4.3,7.9,,,2.9,4.5,,,7.5,1.6,0.0,0.0,,3.4,11.6,.547,.547,,.648,.576,.547,C,JR,winfred-king-1
7358,Bill Ryan,138,NJN,9,200,1984,Princeton,1982-83,Princeton,29,29,38.1,1.7,4.3,1.7,4.3,,,1.2,1.4,,,3.1,3.0,1.3,0.0,1.6,2.5,4.8,.400,.400,,.857,.476,.400,G,JR,bill-ryan-1
7359,Darrun Hilliard,138,DET,2,38,2015,Villanova,2011-12,Villanova,29,9,18.1,1.6,4.3,0.9,1.9,0.7,2.5,0.8,1.0,0.4,2.0,2.4,1.0,0.4,0.3,0.8,1.8,4.8,.373,.481,.292,.767,.492,.456,G,FR,darrun-hilliard-1
7360,Michael Adams,138,SAC,3,66,1985,Boston College,1981-82,Boston College,26,0,14.6,2.0,4.0,2.0,4.0,,,1.4,2.3,,,1.2,1.5,1.1,0.1,1.1,1.1,5.3,.495,.495,,.590,.523,.495,G,FR,michael-adams-1
7361,Michael Dickerson,138,HOU,1,14,1998,Arizona,1994-95,Arizona,29,0,11.4,1.7,3.2,1.4,2.6,0.3,0.7,1.0,1.4,,,2.0,0.6,0.3,0.1,0.8,0.7,4.8,.538,.541,.526,.683,.613,.591,F,FR,michael-dickerson-1
7362,Thomas Welsh,138,DEN,2,58,2018,UCLA,2014-15,UCLA,36,3,15.7,1.7,3.7,1.7,3.7,0.0,0.0,0.4,0.6,1.5,2.3,3.8,0.2,0.4,1.1,0.5,2.4,3.8,.470,.470,,.609,.483,.470,C,FR,thomas-welsh-1
7363,Dan Meagher,137,CHI,6,126,1985,Duke,1982-83,Duke,28,5,14.0,1.5,3.6,1.5,3.6,0.0,0.0,1.8,2.9,,,3.4,0.7,0.4,0.1,1.6,2.8,4.9,.430,.430,,.622,.493,.430,F,SO,dan-meagher-1
7364,Dion Brown,137,SAS,6,124,1984,Southwestern Louisiana,1980-81,Southwestern Louisiana,24,14,19.3,2.4,4.8,2.4,4.8,,,0.9,1.7,,,5.2,0.6,0.6,0.5,1.3,2.2,5.7,.504,.504,,.525,.511,.504,F,FR,dion-brown-2
7365,Ike Anigbogu,137,IND,2,47,2017,UCLA,2016-17,UCLA,29,0,13.0,2.0,3.5,2.0,3.5,0.0,0.0,0.8,1.5,1.4,2.6,4.0,0.2,0.2,1.2,0.8,2.5,4.7,.564,.564,,.535,.564,.564,F,FR,ike-anigbogu-1
7366,Isaiah Livers,137,DET,2,42,2021,Michigan,2017-18,Michigan,40,22,15.1,1.4,2.9,0.8,1.4,0.5,1.5,0.2,0.3,0.9,1.4,2.3,0.4,0.3,0.3,0.6,1.1,3.4,.474,.589,.362,.667,.572,.566,F,FR,isaiah-livers-1
7367,Jordan Hill,137,NYK,1,8,2009,Arizona,2006-07,Arizona,29,12,14.1,2.0,3.1,2.0,3.1,0.0,0.0,0.7,1.6,1.6,2.5,4.1,0.1,0.2,0.9,0.7,1.8,4.7,.652,.652,,.447,.615,.652,F,FR,jordan-hill-1
7368,Larry Krystkowiak,137,CHI,2,28,1986,Montana,1982-83,Montana,28,2,14.1,1.5,3.5,1.5,3.5,,,1.9,2.8,,,4.3,0.3,0.3,0.1,1.0,1.3,4.9,.433,.433,,.688,.513,.433,F,FR,larry-krystkowiak-1
7369,Melvin Levett,137,DET,2,54,1999,Cincinnati,1996-97,Cincinnati,33,2,12.5,1.4,3.4,0.9,2.0,0.4,1.5,1.0,1.2,,,1.9,0.7,0.3,0.3,0.7,1.1,4.2,.398,.477,.292,.805,.517,.460,G,SO,melvin-levett-1
7370,Milt Wagner Jr,137,DAL,2,35,1986,Louisville,1981-82,Louisville,32,0,13.9,2.0,4.1,2.0,4.1,,,0.3,0.6,,,1.0,1.2,0.4,0.2,1.3,1.5,4.3,.481,.481,,.579,.489,.481,G,FR,milt-wagner-1
7371,Ben Tower,136,DET,9,203,1984,Michigan State,1980-81,Michigan State,27,20,23.3,2.3,3.9,2.3,3.9,,,0.5,1.0,,,3.8,0.7,0.4,0.6,0.0,2.8,5.0,.587,.587,,.500,.580,.587,F,FR,ben-tower-1
7372,Bernard Jackson,136,POR,6,132,1987,Loyola Chicago,1982-83,Wichita State,28,3,18.5,1.8,4.3,1.8,4.3,,,1.2,1.6,,,1.6,3.2,1.0,0.1,2.3,1.9,4.9,.429,.429,,.739,.483,.429,G,FR,bernard-jackson-3
7373,Dan Federmann,136,PHI,5,114,1984,Tennessee,1981-82,Tennessee,30,1,14.7,1.7,3.6,1.7,3.6,,,1.1,1.8,,,2.9,0.4,0.1,0.2,0.7,2.6,4.5,.477,.477,,.593,.505,.477,C,SO,dan-federmann-1
7374,Francisco Elson,136,DEN,2,41,1999,California,1997-98,California,26,14,18.4,2.0,4.7,2.0,4.7,0.0,0.0,1.2,1.9,,,4.8,0.5,0.7,1.0,1.2,3.2,5.2,.431,.431,,.612,.465,.431,C,JR,francisco-elson-1
7375,Greg Spurling,136,PHO,5,101,1986,,1982-83,Furman,29,12,,1.9,3.3,1.9,3.3,0.0,0.0,1.0,1.6,,,3.4,0.2,0.2,0.3,1.1,2.1,4.7,.563,.563,,.596,.575,.563,C,FR,greg-spurling-1
7376,Keith Webster,136,UTA,7,153,1987,Harvard,1983-84,Harvard,22,,20.0,1.9,4.2,1.9,4.2,,,2.4,2.7,,,2.1,1.6,0.9,0.0,,2.4,6.2,.457,.457,,.867,.564,.457,G,FR,keith-webster-1
7377,Larry Nance,136,LAL,1,27,2015,Wyoming,2011-12,Wyoming,33,0,17.9,1.5,3.2,1.4,2.9,0.1,0.3,1.1,1.3,1.3,2.7,4.0,0.4,0.8,0.6,0.8,1.7,4.1,.462,.474,.333,.814,.538,.476,F,FR,larry-nance-2
7378,Marc Marotta,136,NYK,9,201,1984,Marquette,1980-81,Marquette,30,0,15.2,1.6,3.6,1.6,3.6,,,1.3,1.7,,,3.0,0.8,0.5,0.2,,2.1,4.5,.449,.449,,.800,.520,.449,F,FR,marc-marotta-1
7379,Quintan Gates,136,DAL,6,135,1987,UTEP,1984-85,UTEP,32,,13.9,1.8,4.2,1.8,4.2,,,0.6,0.8,,,3.2,0.7,0.7,0.3,0.8,2.0,4.3,.436,.436,,.800,.469,.436,F,SO,quintan-gates-1
7380,Rich King,136,OKC,1,14,1991,Nebraska,1987-88,Nebraska,29,5,14.5,1.9,3.7,1.9,3.7,0.0,0.0,0.8,1.2,,,2.9,0.8,0.2,0.7,1.3,2.5,4.7,.519,.519,,.706,.548,.519,C,FR,rich-king-1
7381,Rick Fox,136,BOS,1,24,1991,North Carolina,1987-88,North Carolina,34,3,10.9,1.7,2.8,1.6,2.5,0.1,0.3,0.4,0.9,,,1.9,0.9,0.8,0.1,1.2,2.0,4.0,.628,.659,.333,.500,.628,.644,F,FR,rick-fox-1
7382,Tom Sluby,136,DAL,2,41,1984,Notre Dame,1982-83,Notre Dame,27,10,18.3,2.1,4.1,2.1,4.1,,,0.8,1.0,,,1.7,0.9,0.4,0.2,,2.3,5.0,.518,.518,,.846,.556,.518,G,JR,tom-sluby-1
7383,Tony Delk,136,CHA,1,16,1996,Kentucky,1992-93,Kentucky,30,0,9.6,1.6,3.5,1.0,1.8,0.6,1.7,0.8,1.1,,,1.9,0.7,0.6,0.1,0.6,0.8,4.5,.452,.547,.353,.727,.568,.538,G,FR,tony-delk-1
7384,DeMarre Carroll,135,MEM,1,27,2009,Missouri,2004-05,Vanderbilt,34,5,15.6,1.6,3.3,1.5,2.8,0.1,0.5,0.5,1.2,1.6,2.2,3.8,0.7,0.6,0.1,0.6,1.6,4.0,.500,.543,.278,.429,.512,.522,F,FR,demarre-carroll-1
7385,Duane Causwell,135,SAC,1,18,1990,Temple,1989-90,Temple,12,12,34.7,4.3,8.9,4.3,8.9,0.0,0.0,2.6,4.3,,,8.3,0.8,0.4,4.0,1.0,2.7,11.3,.486,.486,,.596,.513,.486,C,JR,duane-causwell-1
7386,Eric Maynor,135,UTA,1,20,2009,VCU,2005-06,VCU,29,4,15.7,1.7,3.9,1.6,3.4,0.1,0.5,1.2,1.4,0.3,1.0,1.3,2.2,0.8,0.0,1.7,1.4,4.7,.430,.465,.200,.829,.506,.443,G,FR,eric-maynor-1
7387,Glen Clem,135,NYK,5,95,1987,Vanderbilt,1985-86,Vanderbilt,24,20,20.2,2.2,4.8,2.2,4.8,,,1.2,2.0,,,2.5,1.3,0.3,0.1,0.9,1.7,5.6,.465,.465,,.617,.495,.465,F,JR,glen-clem-1
7388,Ike Person,135,DET,10,213,1983,Michigan,1982-83,Michigan,27,16,21.7,2.1,5.1,2.1,5.1,,,0.9,1.4,,,4.1,1.3,0.4,0.5,1.4,2.3,5.0,.406,.406,,.605,.433,.406,F,SR,ike-person-1
7389,Jamie Dixon,135,WAS,7,150,1987,TCU,1984-85,TCU,26,,15.0,1.7,3.7,1.7,3.7,,,1.8,2.2,,,1.8,1.3,0.3,0.0,1.1,1.5,5.2,.463,.463,,.810,.551,.463,G,SO,jamie-dixon-1
7390,Jason Jennings,135,POR,2,43,2002,Arkansas State,1997-98,Arkansas,29,0,9.9,1.8,3.5,1.8,3.5,0.0,0.0,1.1,1.6,,,2.6,0.2,0.2,0.9,1.0,1.2,4.7,.510,.510,,.689,.547,.510,C,FR,jason-jennings-1
7391,John Flowers,135,SAC,6,126,1986,UNLV,1981-82,Indiana,29,8,17.0,2.1,4.6,2.1,4.6,,,0.5,1.1,,,3.6,0.3,0.3,0.6,1.0,2.2,4.7,.455,.455,,.469,.459,.455,F,FR,john-flowers-2
7392,Justin Hamilton,135,PHI,2,45,2012,Louisiana State,2008-09,Iowa State,32,18,13.7,1.8,3.1,1.8,3.1,0.0,0.0,0.7,1.0,1.2,1.8,2.9,0.2,0.1,0.5,0.4,1.2,4.2,.570,.570,,.656,.586,.570,C,FR,justin-hamilton-2
7393,Kevin Holmes,135,PHI,5,113,1986,DePaul,1982-83,DePaul,33,23,15.0,1.8,4.0,1.8,4.0,,,0.5,1.0,,,3.7,0.3,0.4,0.9,0.4,1.5,4.1,.451,.451,,.469,.455,.451,F,FR,kevin-holmes-2
7394,Marcus Haislip,135,MIL,1,13,2002,Tennessee,1999-00,Tennessee,31,0,8.1,1.7,2.8,1.4,2.3,0.3,0.5,0.7,1.3,0.8,1.0,1.8,0.0,0.3,0.7,0.7,1.3,4.4,.591,.606,.529,.564,.634,.642,F,FR,marcus-haislip-1
7395,Obinna Ekezie,135,MEM,2,37,1999,Maryland,1995-96,Maryland,30,18,15.4,1.7,3.6,1.7,3.6,0.0,0.0,1.1,2.0,,,3.7,0.3,0.4,0.7,1.1,2.6,4.5,.472,.472,,.550,.495,.472,C,FR,obinna-ekezie-1
7396,Ron Rowan,135,PHI,3,67,1986,St. John's (NY),1981-82,Notre Dame,23,0,16.8,2.3,5.0,2.3,5.0,,,1.3,1.8,,,2.0,0.4,0.3,0.0,,1.7,5.9,.456,.456,,.738,.504,.456,F,FR,ron-rowan-1
7397,Tony Brown,135,IND,7,141,1983,Indiana,1981-82,Indiana,29,12,18.0,1.7,3.9,1.7,3.9,,,1.2,1.7,,,2.5,2.0,0.7,0.0,1.5,1.4,4.7,.439,.439,,.700,.490,.439,G,JR,tony-brown-7
7398,Glen Clem,134,NYK,5,95,1987,Vanderbilt,1983-84,Vanderbilt,29,5,19.7,1.7,3.5,1.7,3.5,,,1.3,2.2,,,3.2,1.3,0.2,0.1,1.1,1.8,4.6,.475,.475,,.594,.510,.475,F,FR,glen-clem-1
7399,Jud Buechler,134,OKC,2,38,1990,Arizona,1986-87,Arizona,30,9,15.8,1.8,3.7,1.5,2.9,0.3,0.8,0.5,0.9,,,2.3,1.2,0.3,0.1,0.9,1.1,4.5,.486,.512,.400,.571,.539,.532,G,FR,jud-buechler-1
7400,Kelvin Scarborough,134,DEN,6,123,1987,New Mexico,1983-84,New Mexico,32,0,12.4,1.4,3.1,1.4,3.1,,,1.3,2.2,,,0.9,1.1,0.8,0.0,0.9,1.4,4.2,.465,.465,,.600,.507,.465,G,FR,kelvin-scarborough-1
7401,Landry Fields,134,NYK,2,39,2010,Stanford,2007-08,Stanford,33,0,12.6,1.4,3.8,0.7,2.0,0.7,1.9,0.6,1.0,0.5,1.5,2.0,1.0,0.3,0.2,0.8,1.2,4.1,.362,.369,.355,.625,.471,.449,G,SO,landry-fields-1
7402,Marreese Speights,134,PHI,1,16,2008,Florida,2006-07,Florida,33,0,5.7,1.7,2.6,1.7,2.6,0.0,0.0,0.6,0.9,1.2,1.5,2.6,0.1,0.2,0.5,0.5,1.2,4.1,.671,.671,,.667,.675,.671,C,FR,marreese-speights-1
7403,Mike Curran,134,UTA,10,222,1984,Niagara,1980-81,Niagara,26,,28.3,1.8,4.8,1.8,4.8,,,1.5,2.3,,,2.1,3.2,0.7,0.1,2.2,2.3,5.2,.379,.379,,.678,.441,.379,G,FR,mike-curran-1
7404,Bob Kelly,133,MIL,10,223,1983,St. John's (NY),1982-83,St. John's (NY),33,32,23.3,1.4,2.9,1.4,2.9,,,1.3,1.9,,,1.3,4.2,1.2,0.0,1.6,3.0,4.0,.469,.469,,.672,.526,.469,G,SR,bob-kelly-2
7405,Curtis Hunter,133,DEN,7,156,1987,North Carolina,1985-86,North Carolina,34,3,9.9,1.6,2.6,1.6,2.6,,,0.8,1.1,,,1.4,1.4,0.6,0.0,0.8,1.3,3.9,.609,.609,,.692,.630,.609,F,JR,curtis-hunter-2
7406,Dave Popson,133,DET,4,88,1987,North Carolina,1985-86,North Carolina,34,17,12.1,1.8,3.6,1.8,3.6,,,0.3,0.4,,,2.6,0.6,0.2,0.4,0.7,2.1,3.9,.504,.504,,.846,.523,.504,C,JR,dave-popson-1
7407,Eric Semisch,133,PHI,7,154,1987,West Virginia,1986-87,West Virginia,27,6,16.6,2.0,4.1,1.9,4.0,0.0,0.1,1.0,1.4,,,2.4,0.7,0.1,0.0,1.1,1.9,4.9,.477,.477,.500,.703,.517,.482,F,SR,eric-semisch-1
7408,Frank Kaminsky,133,CHA,1,9,2015,Wisconsin,2012-13,Wisconsin,32,2,10.3,1.3,3.1,0.9,1.7,0.4,1.4,1.0,1.3,0.7,1.1,1.8,0.8,0.4,0.5,0.3,1.3,4.2,.439,.547,.311,.767,.562,.510,C,SO,frank-kaminsky-1
7409,Frank Rodriguez,133,SAS,10,214,1984,New Mexico State,1983-84,New Mexico State,28,,29.0,1.9,3.1,1.9,3.1,,,1.0,1.7,,,3.2,1.4,0.5,0.0,0.8,1.5,4.8,.591,.591,,.604,.600,.591,F,SR,frank-rodriguez-1
7410,Joseph Price,133,WAS,7,150,1986,Notre Dame,1984-85,Notre Dame,25,11,17.2,2.2,4.9,2.2,4.9,,,1.0,1.2,,,1.8,0.9,1.2,0.2,,2.0,5.3,.443,.443,,.806,.486,.443,G,JR,joe-price-1
7411,Joe Vogel,133,OKC,2,45,1996,Colorado State,1992-93,Colorado State,29,2,13.0,1.8,4.1,1.8,4.0,0.1,0.2,0.9,1.4,,,2.1,0.2,0.1,0.6,0.8,2.0,4.6,.442,.443,.400,.610,.477,.450,C,FR,joe-vogel-1
7412,John Shimko,133,CLE,9,187,1984,Xavier,1981-82,Xavier,22,8,24.8,2.0,5.7,2.0,5.7,,,2.1,2.7,,,2.5,1.5,1.0,0.0,1.5,2.7,6.0,.341,.341,,.797,.432,.341,F,SO,john-shimko-1
7413,Stuart Gray,133,IND,2,29,1984,UCLA,1981-82,UCLA,27,26,21.8,2.1,4.1,2.1,4.1,,,0.7,1.6,,,4.8,0.5,0.1,0.5,1.3,2.2,4.9,.514,.514,,.432,.504,.514,C,FR,stuart-gray-1
7414,Charlie Ward Jr,132,NYK,1,26,1994,Florida State,1992-93,Florida State,17,14,32.8,2.9,6.2,1.9,3.3,0.9,2.9,1.1,1.6,,,2.6,5.5,2.8,0.3,2.1,1.9,7.8,.462,.589,.320,.667,.555,.538,G,JR,charlie-ward-1
7415,Dick Mumma,132,LAC,10,211,1984,Penn State,1982-83,Penn State,26,,15.6,2.2,4.9,2.2,4.9,,,0.8,1.1,,,2.7,0.6,0.2,0.2,0.7,2.8,5.1,.441,.441,,.690,.469,.441,C,JR,dick-mumma-1
7416,Dominic Pressley,132,OKC,5,99,1986,Boston College,1983-84,Boston College,30,20,22.0,1.8,3.4,1.8,3.4,,,0.9,1.2,,,1.8,1.9,1.0,0.5,1.3,2.4,4.4,.525,.525,,.722,.559,.525,G,SO,dominic-pressley-1
7417,Elmore Spencer,132,LAC,1,25,1992,UNLV,1988-89,Georgia,11,,27.6,5.4,8.4,5.4,8.3,0.0,0.1,1.3,2.5,,,5.3,1.9,0.8,2.5,2.6,1.6,12.0,.641,.648,.000,.500,.627,.641,C,FR,elmore-spencer-1
7418,Gene Smith,132,IND,5,94,1984,Georgetown,1983-84,Georgetown,36,8,23.1,1.3,2.4,1.3,2.4,,,1.2,2.0,,,2.1,2.7,1.9,0.1,1.4,2.4,3.7,.511,.511,,.592,.542,.511,G,SR,gene-smith-4
7419,George Devone,132,DET,5,94,1981,Charlotte,1980-81,Charlotte,13,,26.8,4.2,8.5,4.2,8.5,,,1.8,2.5,,,8.4,1.2,0.5,0.8,,3.6,10.2,.491,.491,,.727,.525,.491,C,SR,george-devone-1
7420,Jake Voskuhl,132,CHI,2,33,2000,Connecticut,1996-97,Connecticut,33,30,20.5,1.5,3.0,1.5,3.0,0.0,0.0,1.1,1.7,2.0,3.5,5.5,0.6,0.7,1.4,1.1,3.3,4.0,.485,.485,,.632,.523,.485,C,FR,jake-voskuhl-1
